"ID","Description","IATA_CODE","FIVE_CODE"
5712,"Taku Lodge, AK: Taku Seaplane Base","TKL",15238
5713,"Talara, Peru: Capitan FAP Victor Montes International","TYL",15408
5714,"Taliabu, Indonesia: Taliabu Airport","TAX",15133
5715,"Talkeetna, AK: Talkeetna Airport","TKA",15228
5716,"Talladega, AL: Talladega Municipal","ASN",10380
5717,"Tallahassee, FL: Tallahassee International","TLH",15249
5718,"Tallinn, Estonia: Lennart Meri Tallinn","TLL",15252
5719,"Taloyoak, Canada: Taloyoak Airport","YYH",16262
5720,"Taltal, Chile: Argolla","TTC",15350
5721,"Tamale, Ghana: Tamale Airport","TML",15263
5722,"Tamanrasset, Algeria: Aguemar","TMR",15266
5723,"Tamarindo, Costa Rica: Tamarindo de Santa Cruz","TNO",16667
5724,"Tamatave, Madagascar: Toamasina","TMM",15264
5725,"Tambacounda, Senegal: Tambacounda Airport","TUD",15364
5726,"Tambor, Costa Rica: Tambor Airport","TMU",16535
5727,"Tampa, FL: Albert Whitted","SPG",14950
5728,"Tampa, FL: Macdill AFB","MCF",13195
5729,"Tampa, FL: Peter O'Knight","TPF",15307
5730,"Tampa, FL: Tampa International","TPA",15304
5731,"Tampere, Finland: Tampere-Pirkkala","TMP",15265
5732,"Tampico, Mexico: General Francisco Javier Mina International","TAM",15125
5733,"Tamworth, Australia: Tamworth Airport","TMW",15269
5734,"Tanacross, AK: Tanacross Airport","TSG",15339
5735,"Tanana, AK: Ralph M Calhoun Memorial","TAL",15124
5736,"Tandjungpinang, Indonesia: Kidjang","TNJ",15281
5737,"Tanegashima, Japan: Tanegashima Airport","TNE",15279
5738,"Tanga, Tanzania: Tanga Airport","TGT",15191
5739,"Tangier, Morocco: Tanger Ibn Batouta International","TNG",15280
5740,"Tanna Island, Vanuatu: Tanna Island Airport","TAH",15121
5741,"Taos, NM: Taos Regional","TSM",15342
5742,"Tapachula, Mexico: Tapachula International","TAP",15128
5743,"Tapini, Papua New Guinea: Tapini Airport","TPI",15309
5744,"Tarakan, Indonesia: Juwata","TRK",15324
5745,"Taranto, Italy: Taranto Grottaglie","TAR",15129
5746,"Tarapoto, Peru: Tarapoto Airport","TPP",15312
5747,"Tarawa, Kiribati: Bonriki International","TRW",15333
5748,"Tarbes/Lourdes/Pyrenees, France: Tarbes-Lourdes-Pyrenees","LDE",12922
5749,"Tarbes/Lourdes/Pyrenees, France: Tarbes-Lourdes-Pyrenees","LDE",15182
5750,"Tarbes/Lourdes/Pyrenees, France: Tarbes-Lourdes-Pyrenees","TFR",12922
5751,"Tarbes/Lourdes/Pyrenees, France: Tarbes-Lourdes-Pyrenees","TFR",15182
5752,"Taree, Australia: Taree Airport","TRO",15327
5753,"Tarentum, PA: Rock","PA9",16689
5754,"Targu Mures, Romania: Transilvania Targu Mures","TGM",15189
5755,"Tari, Papua New Guinea: Tari Airport","TIZ",15223
5756,"Tarija, Bolivia: Cap Av Oriel Lea Plaza International","TJA",15224
5757,"Tartagal, Argentina: Tartagal Airport","TTG",15352
5758,"Tartu, Estonia: Tartu Airport","TAY",16716
5759,"Tashkent, Uzbekistan: Tashkent Yuzhny","TAS",15130
5760,"Tasiujuaq, Canada: Tasiujaq","YTQ",16212
5761,"Taszar, Hungary: Taszar Airport","JZZ",12604
5762,"Tatalina, AK: Tatalina LRRS","TLJ",15250
5763,"Tatitlek, AK: Tatitlek Airport","TEK",15171
5764,"Tau, TT: Tau Airport","TAV",15132
5765,"Taunton, MA: Taunton Municipal King Field","MA3",16487
5766,"Taupo, New Zealand: Taupo Airport","TUO",15373
5767,"Tauranga, New Zealand: Tauranga Airport","TRG",15321
5768,"Tauta, Papua New Guinea: Tauta Airport","TUT",15377
5769,"Taveuni, Fiji: Matei","TVU",15384
5770,"Tawau, Malaysia: Tawau Airport","TWU",15392
5771,"Taylor Mountain Mine, AK: Taylor Mountain","A62",10075
5772,"Taylor, AK: Taylor Airport","TWE",15388
5773,"Taylor, AZ: Taylor Airport","TYZ",15413
5774,"Tbilisi, Georgia: Tbilisi Airport","TBS",15142
5775,"Tchibanga, Gabon: Tchibanga Airport","TCH",15151
5776,"Te Anau, New Zealand: Te Anau Airport","TEU",15176
5777,"Tebepahwa, Botswana: Thebephatshwa","BW1",16550
5778,"Tefe, Brazil: Tefe Airport","TFF",15179
5779,"Tegucigalpa, Honduras: Toncontin International","TGU",15192
5780,"Tehachapi, CA: Tehachapi Municipal","TSP",15344
5781,"Tehran, Iran: Imam Khomaini International","IKA",12311
5782,"Tehran, Iran: Mehrabad International","THR",15201
5783,"Tehuacan, Mexico: Tehuacan Airport","TCN",15155
5784,"Tel Aviv, Israel: Ben Gurion","TLV",15258
5785,"Tel Aviv, Israel: Sde Dov","SDV",14743
5786,"Tela, Honduras: Tela Airport","TEA",15166
5787,"Telaquana Lake, AK: Telaquana Lake Airport","OQN",13912
5788,"Telegraph Harbour, Canada: Telegraph Harbour Airport","YBQ",16545
5789,"Telida, AK: Telida Airport","TLF",15248
5790,"Teller, AK: Teller Airport","TLA",15245
5791,"Telluride, CO: Telluride Regional","TEX",15177
5792,"Tembagapura, Indonesia: Mozes Kilangin","TIM",15212
5793,"Temple, TX: Draughon-Miller Central Texas Regional","TPL",15310
5794,"Temuco, Chile: Maquehue","ZCO",16294
5795,"Tenakee, AK: Tenakee Airport","TKE",15231
5796,"Tenerife, Spain: Tenerife Metropolitan Area","TCI",15152
5797,"Tenerife, Spain: Tenerife Norte","TFN",15181
5798,"Tenerife, Spain: Tenerife Sur","TFS",15183
5799,"Tennant Creek, Australia: Tennant Creek Airport","TCA",15146
5800,"Tepic, Mexico: Tepic Airport","TPQ",15313
5801,"Teptep, Papua New Guinea: Teptep Airport","TEP",15173
5802,"Teresina, Brazil: Senador Petronio Portella","THE",15196
5803,"Terrace Bay, Canada: Terrace Bay Airport","YTJ",16206
5804,"Terrace, Canada: Terrace Airport","YXT",16251
5805,"Terre Haute, IN: Terre Haute International-Hulman Field","HUF",12228
5806,"Terror Lake, AK: Terror Lake Airport","A30",10043
5807,"Teshepkuk Lake, AK: Teshepkuk Lake Airport","A42",10055
5808,"Tete, Mozambique: Tete Chingodzi","TET",15175
5809,"Teterboro, NJ: Teterboro Airport","TEB",15167
5810,"Tetlin, AK: Tetlin Airport","TEH",15170
5811,"Tetuan, Morocco: Tetouan/Sania Ramel","TTU",15360
5812,"Texarkana, AR: Texarkana Regional-Webb Field","TXK",15401
5813,"Tezpur, India: Tezpur Airport","TEZ",15178
5814,"Thablotin, Saudi Arabia: Thablotin Airport","SA1",16494
5815,"Thakurgaon, Bangladesh: Thakurgaon Stol Port","TKR",15241
5816,"Thandwe, Burma: Thandwe Airport","SNW",14926
5817,"The Dalles, OR: Columbia Gorge Regional/The Dalles Municipal","DLS",11342
5818,"The Pas, Canada: The Pas Airport","YQD",16164
5819,"The Valley, Anguilla: Clayton J. Lloyd","AXA",10444
5820,"Thermal, CA: Jacqueline Cochran Regional","TRM",15325
5821,"Thermopolis, WY: Hot Springs County Thermopolis Municipal","THP",15200
5822,"Thessaloniki, Greece: Makedonia","SKG",14854
5823,"Thetford Mines, Canada: Thetford Mines Airport","CA3",10861
5824,"Thief River Falls, MN: Thief River Falls Regional","TVF",15381
5825,"Thisted, Denmark: Thisted Airport","TED",15168
5826,"Thomasville, GA: Thomasville Regional","TVI",15382
5827,"Thompson, Canada: Thompson Airport","YTH",16205
5828,"Thomson, GA: Thomson McDuffie County","GA5",16582
5829,"Thorne Bay, AK: Thorne Bay Seaplane Base","KTB",12815
5830,"Three Forks, MT: Three Forks Airport","FVR",11814
5831,"Three Forks, MT: Three Forks Airport","FVR",16692
5832,"Three Forks, MT: Three Forks Airport","MT2",11814
5833,"Three Forks, MT: Three Forks Airport","MT2",16692
5834,"Thule, Greenland: Thule Air Base","THU",15202
5835,"Thumrait, Oman: Thumrait Airport","TTH",15353
5836,"Thunder Bay, Canada: Thunder Bay Airport","YQT",16174
5837,"Thursday Island, Australia: Horn Island","TIS",15217
5838,"Tianjin, China: Binhai","TSN",15343
5839,"Tibooburra, Australia: Tibooburra Airport","TYB",15405
5840,"Ticonderoga, NY: Ticonderoga Municipal","N3Y",16724
5841,"Tidjikja, Mauritania: Tidjikja Airport","TIY",15222
5842,"Tifton, GA: Henry Tift Myers","TMA",15259
5843,"Tijuana, Mexico: General Abelardo L. Rodriguez International","TIJ",15210
5844,"Tikal, Guatemala: Tikal Airport","TKM",15239
5845,"Tikchik Lodge, AK: Tikchik Lodge Airport","KTH",10023
5846,"Tikchik Lodge, AK: Tikchik Lodge Airport","TLK",10023
5847,"Tikehau, French Polynesia: Tikehau Airport","TIH",15209
5848,"Tiko, Cameroon: Tiko Airport","TKC",15229
5849,"Timaru, New Zealand: Timaru Airport","TIU",15218
5850,"Timbedra, Mauritania: Timbedra Airport","TMD",15261
5851,"Timisoara, Romania: Traian Vuia","TSR",15345
5852,"Timmins, Canada: Timmins Airport","YTS",16214
5853,"Tin City, AK: Tin City LRRS","TNC",15278
5854,"Tinak, Marshall Islands: Tinak Airport","TIC",16401
5855,"Tindouf, Algeria: Tindouf Airport","TIN",15213
5856,"Tingo Maria, Peru: Tingo Maria Airport","TGI",15188
5857,"Tinian, TT: Tinian International","TIQ",15215
5858,"Tippi, Ethiopia: Tippi Airport","TIE",15207
5859,"Tirana, Albania: Tirana International","TIA",15205
5860,"Tiree Island, United Kingdom: Tiree Island Airport","TRE",15319
5861,"Tirupati, India: Tirupati Airport","TIR",15216
5862,"Titusville, FL: Space Coast Regional","TIX",15221
5863,"Tivat, Montenegro: Tivat Airport","TIV",15219
5864,"Tlemcen, Algeria: Zenata-Messali El Hadj","TLM",15253
5865,"Tobago, Trinidad and Tobago: A.N.R. Robinson International","TAB",15115
5866,"Tobruk, Libya: Tobruk Airport","TOB",15290
5867,"Tocoa, Honduras: Tocoa Airport","TCF",15150
5868,"Tocopilla, Chile: Barriles","TOQ",15298
5869,"Tofino, Canada: Long Beach","YAZ",15999
5870,"Tofino, Canada: Tofino Seaplane Base","YTP",16211
5871,"Togiak Fish, AK: Togiak Fish Airport","GFB",11896
5872,"Togiak, AK: Togiak Airport","TOG",15293
5873,"Tok, AK: Tok Junction","TKJ",15236
5874,"Tokeen, AK: Tokeen Airport","TKI",15235
5875,"Toksook, AK: Toksook Bay","OOK",13894
5876,"Tokushima, Japan: Tokushima Airport","TKS",15242
5877,"Tokyo, Japan: Hyakuri","IBR",16408
5878,"Tokyo, Japan: Narita International","NRT",13744
5879,"Tokyo, Japan: Tokyo International","HND",12169
5880,"Tokyo, Japan: Tokyo Metropolitan Area","TYO",15410
5881,"Tokyo, Japan: Yokota AB","OKO",13856
5882,"Toledo, OH: Metcalf Field","TDZ",15165
5883,"Toledo, OH: Toledo Express","TOL",15295
5884,"Tolstoi Bay, AK: Tolstoi Bay Airport","AK9",16630
5885,"Toluca, Mexico: Licenciado Adolfo Lopez Mateos International","TLC",15246
5886,"Tom Price, Australia: Tom Price Airport","TPR",15314
5887,"Tombouctou, Mali: Tombouctou Airport","TOM",15296
5888,"Toms River, NJ: Ocean County","MJX",13338
5889,"Tonga Tapu, Tonga: Fua Amotu International","TBU",15144
5890,"Tongoa, Vanuatu: Tongoa Airport","TGH",15187
5891,"Tonopah, NV: Tonopah Airport","TPH",15308
5892,"Tonopah, NV: Tonopah Test Range","XSD",15930
5893,"Toowoomba, Australia: Toowoomba Airport","TWB",15386
5894,"Topeka, KS: Allen Air Park","TPB",15305
5895,"Topeka, KS: Philip Billard Municipal","TOP",15297
5896,"Topeka, KS: Topeka Regional","FOE",11726
5897,"Toronto, Canada: Billy Bishop Toronto City","YTZ",16215
5898,"Toronto, Canada: Buttonville Municipal","YKZ",16106
5899,"Toronto, Canada: Lester B. Pearson International","YYZ",16271
5900,"Toronto, Canada: Toronto Metropolitan Area","YTO",16210
5901,"Torrance, CA: Zamperini Field","TOA",15289
5902,"Torreon, Mexico: Torreon International","TRC",15317
5903,"Torrington, WY: Torrington Municipal","TOR",15299
5904,"Tortola, British Virgin Islands: Roadtown Seaplane Base","RAD",14448
5905,"Tortola, British Virgin Islands: Tortola West End Seaplane Base","TOV",15302
5906,"Tortoli, Italy: Tortoli Arbatax","TTB",15349
5907,"Tottori, Japan: Tottori Airport","TTJ",15354
5908,"Touggourt, Algeria: Touggourt/Sidi Mahdi","TGR",15190
5909,"Toughkenamon, PA: New Garden","PA7",16672
5910,"Touho, New Caledonia: Touho Airport","TOU",15301
5911,"Toulon/Hyeres, France: Hyeres Le Palyvestre","TLN",15254
5912,"Toulouse, France: Toulouse Blagnac","TLS",15256
5913,"Tours, France: Tours Val de Loire","TUF",15365
5914,"Townsend, MT: Townsend Airport","WQK",15823
5915,"Townsville, Australia: Townsville Airport","TSV",15348
5916,"Toyama, Japan: Toyama Airport","TOY",15303
5917,"Tozeur, Tunisia: Nefta","TOE",15292
5918,"Trabzon, Turkey: Trabzon Airport","TZX",15418
5919,"Tracy Arm, AK: Tracy Arm Airport","OQG",13906
5920,"Tracy, CA: Tracy Municipal","CA7",16598
5921,"Trading Bay, AK: Trading Bay Production","JZE",12583
5922,"Trapani/Marsala, Italy: Trapani/Birgi","TPS",15315
5923,"Traverse City, MI: Cherry Capital","TVC",15380
5924,"Treasure Cay, The Bahamas: Treasure Cay Airport","TCB",15147
5925,"Trelew, Argentina: Almirante Zar","REL",14502
5926,"Trenton, Canada: Trenton Airport","YTR",16213
5927,"Trenton, NJ: Trenton Mercer","TTN",15356
5928,"Tres Arroyos, Argentina: Tres Arroyos Airport","OYO",13993
5929,"Trichinopoly, India: Tiruchirappalli International","TRZ",15334
5930,"Trieste, Italy: Trieste Airport","TRS",15329
5931,"Trincomalee, Sri Lanka: China Bay","TRR",15328
5932,"Trinidad, Bolivia: Tte Av Jorge Henrich Arauz International","TDD",15162
5933,"Trinidad, CO: Las Animas County","TAD",15117
5934,"Trinidad, Colombia: San Luis de Palenque","TDA",15161
5935,"Tripoli, Libya: Tripoli International","TIP",15214
5936,"Trivandrum, India: Thiruvananthapuram International","TRV",15332
5937,"Trois Rivieres, Canada: Trois Rivieres Airport","YRQ",16186
5938,"Trollhattan, Sweden: Trollhattan Vanersborg","THN",15199
5939,"Trombetas, Brazil: Trombetas Airport","TMT",15268
5940,"Tromso, Norway: Langnes","TOS",15300
5941,"Trona, CA: Trona Airport","TRH",15322
5942,"Trondheim, Norway: Vaernes","TRD",15318
5943,"Troutdale, OR: Portland Troutdale","TTD",15351
5944,"Troy, AL: Troy Municipal Airport at N Kenneth Campbell","TOI",16536
5945,"Truckee, CA: Truckee Tahoe","TKF",15232
5946,"Trujillo, Honduras: Trujillo Airport","TJI",15225
5947,"Trujillo, Peru: Capitan Carlos Martinez de Pinillos","TRU",15331
5948,"Truth Or Consequences, NM: Truth Or Consequences Municipal","TCS",15159
5949,"Tsaratanana, Madagascar: Tsaratanana Airport","TTS",15358
5950,"Tshikapa, Congo (Kinshasa): Tshikapa Airport","TSH",15340
5951,"Tsiroanomandidy, Madagascar: Tsiroanomandidy Airport","WTS",15865
5952,"Tsui River, AK: Tsui River Airport","DQX",11404
5953,"Tsumeb, Namibia: Tsumeb Airport","TSB",15336
5954,"Tsushima, Japan: Tsushima Airport","TSJ",15341
5955,"Tuamoto Islands, French Polynesia: Rangiroa","RGI",14515
5956,"Tubarao, Brazil: Tubarao Airport","QTB",16492
5957,"Tubuai Island, French Polynesia: Tubuai Is Fr. Polynesia","TUB",15362
5958,"Tucson, AZ: Davis Monthan AFB","DMA",11344
5959,"Tucson, AZ: Marana Regional","AVW",10436
5960,"Tucson, AZ: Tucson International","TUS",15376
5961,"Tucuman, Argentina: Tucuman Airport","TUC",15363
5962,"Tucumcari, NM: Tucumcari Municipal","TCC",15148
5963,"Tucurui, Brazil: Tucurui Airport","TUR",15375
5964,"Tufi, Papua New Guinea: Tufi Airport","TFI",15180
5965,"Tuguegarao, Philippines: Tuguegarao Airport","TUG",15366
5966,"Tuktoyaktuk, Canada: Tuktoyaktuk Airport","YUB",16216
5967,"Tulare, CA: Mefford Field","TLR",15255
5968,"Tulcan, Ecuador: Tulcan Airport","TUA",15361
5969,"Tulcea, Romania: Delta Dunarii","TCE",15149
5970,"Tulear, Madagascar: Tulear Airport","TLE",15247
5971,"Tulelake, CA: Tulelake Municipal","WQD",15816
5972,"Tullahoma, TN: Arnold AFB","TUH",15367
5973,"Tullahoma, TN: Tullahoma Regional Airport/William Northern Field","THA",15195
5974,"Tulsa, OK: Richard Lloyd Jones Jr.","RVS",14653
5975,"Tulsa, OK: Tulsa International","TUL",15370
5976,"Tulua, Colombia: Tulua Airport","ULQ",15464
5977,"Tuluksak, AK: Tuluksak Airport","TLT",15257
5978,"Tumaco, Colombia: La Florida","TCO",15156
5979,"Tumbes, Peru: Cap. FAP Pedro Canga Rodriguez","TBP",15140
5980,"Tumlingtar, Nepal: Tumlingtar Airport","TMI",15262
5981,"Tumut, Australia: Tumut Airport","TUM",15371
5982,"Tunica, MS: Tunica Municipal","UTM",15502
5983,"Tunis, Tunisia: Carthage","TUN",15372
5984,"Tuntutuliak, AK: Tuntutuliak Airport","WTL",15862
5985,"Tununak, AK: Tununak Airport","TNK",15282
5986,"Tunxi, China: Tunxi Airport","TXN",15403
5987,"Tupelo, MS: Tupelo Regional","TUP",15374
5988,"Turaif, Saudi Arabia: Turaif Airport","TUI",15368
5989,"Turbat, Pakistan: Turbat International","TUK",15369
5990,"Turbo, Colombia: Turbo Airport","TRB",15316
5991,"Turin, Italy: Torino","TRN",15326
5992,"Turkmenbashi, Turkmenistan: Turkmenbashi Airport","KRW",16596
5993,"Turku, Finland: Turku Airport","TKU",15244
5994,"Turtle Island, Fiji: Turtle Island Airport","TTL",15355
5995,"Tuscaloosa, AL: Tuscaloosa Regional","TCL",15153
5996,"Tuskegee, AL: Sharpe Field","TGE",15185
5997,"Tuxekan Island, AK: Naukati Bay Seaplane Base","WNC",16427
5998,"Tuxtla Gutierrez, Mexico: Angel Albino Corzo International","TGZ",16417
5999,"Tuy Hoa, Vietnam: Tuy Hoa Airport","TBB",15134
6000,"Tuzla, Bosnia and Herzegovina: Tuzla Airport","TZL",15416
6001,"Twentynine Palms, CA: Twentynine Palms Airport","TNP",15284
6002,"Twin Falls, ID: Joslin Field - Magic Valley Regional","TWF",15389
6003,"Twin Hills, AK: Twin Hills Airport","TWA",15385
6004,"Twin Lakes, AK: Twin Lakes Airport","OQR",13916
6005,"Two Harbors, CA: Two Harbors Airport","TWH",15390
6006,"Tyler, TX: Tyler Pounds Regional","TYR",15411
6007,"Tyonek, AK: Tyonek Airport","TYE",15406
6008,"Tyumen, Russia: Roshchino","TJM",15226
6009,"Tzaneen, South Africa: Letaba","LTA",13089
6010,"Ua Huka, French Polynesia: Ua Huka Airport","UAH",15420
6011,"Uaxactun, Guatemala: Uaxactun Airport","UAX",15425
6012,"Ube, Japan: Yamaguchi Ube","UBJ",15428
6013,"Uberaba, Brazil: Mario de Almeida Franco","UBA",15426
6014,"Uberlandia, Brazil: Uberlandia Airport","UDI",15436
6015,"Ubon Ratchathani, Thailand: Ubon Ratchathani Airport","UBP",15429
6016,"Udaipur, India: Udaipur Airport","UDR",15437
6017,"Udon Thani, Thailand: Udon Thani Airport","UTH",15500
6018,"Ufa, Russia: Ufa Airport","UFA",15442
6019,"Uganik, AK: Uganik Airport","UGI",15446
6020,"Ugashik, AK: Randy Field","RBB",14464
6021,"Ugashik, AK: Ugashik Airport","UGS",15443
6022,"Ugashik, AK: Ugashik Airport","UGS",15448
6023,"Ugashik, AK: Ugashik Airport","UGA",15443
6024,"Ugashik, AK: Ugashik Airport","UGA",15448
6025,"Uherske Hradiste, Czech Republic: Uherske Hradiste Airport","UHE",15449
6026,"Ujung Pandang, Indonesia: Hasanuddin","UPG",15482
6027,"Ukiah, CA: Ukiah Municipal","UKI",15458
6028,"Ulan-Ude, Russia: Mukhino","UUD",16439
6029,"Ulan Bator, Mongolia: Chinggis Khaan International","ULN",15463
6030,"Ulithi, Federated States of Micronesia: Ulithi Airport","ULI",15461
6031,"Ulsan, South Korea: Ulsan Airport","USN",15496
6032,"Ulyanovsk, Russia: Vostochny","ULY",15466
6033,"Ulysses, KS: Ulysses Airport","ULS",15465
6034,"Um Almelh, Saudi Arabia: Um Almelh Airport","SA2",16664
6035,"Umea, Sweden: Umea Airport","UME",15469
6036,"Umiat, AK: Umiat Airport","UMT",15472
6037,"Umnak, AK: North Shore","UMB",15467
6038,"Umnak, AK: Umnak Airport","UNS",15479
6039,"Umuarama, Brazil: Umuarama Airport","UMU",15473
6040,"Unalakleet, AK: Unalakleet Airport","UNK",15478
6041,"Unalaska, AK: Unalaska Airport","DUT",11445
6042,"Union City, TN: Everett-Stewart Regional","UCY",15433
6043,"Union Island, Saint Vincent and the Grenadines: Union Island Airport","UNI",15477
6044,"Unknown Point in Alaska","ZZZ",99999
6045,"Unst, United Kingdom: Unst Airport","UNT",15480
6046,"Unuk River, AK: Unuk River Airport","FVY",11821
6047,"Upernavik, Greenland: Upernavik Airport","JUV",12570
6048,"Upington, South Africa: Upington International","UTN",15503
6049,"Upolo Point, HI: Upolu","UPP",15484
6050,"Upper Heyford, United Kingdom: Upper Heyford Airport","UHF",15450
6051,"Uralsk, Kazakhstan: Uralsk Airport","URA",15486
6052,"Uranium City, Canada: Uranium City Airport","YBE",16003
6053,"Urgench, Uzbekistan: Urgench Airport","UGC",15445
6054,"Uribia, Colombia: Puerto Bolivar","CO5",16565
6055,"Urmieh, Iran: Uromiyeh","OMH",13874
6056,"Uruapan, Mexico: Uruapan Airport","UPN",15483
6057,"Urubupunga, Brazil: Urubupunga Airport","URB",15487
6058,"Uruguaiana, Brazil: Rubem Berta","URG",15489
6059,"Urumqi, China: Diwopu","URC",15488
6060,"Ushuaia, Argentina: Islas Malvinas","USH",15493
6061,"Usibelli, AK: Usi Belli Coal Mine","USI",15494
6062,"Utapao, Thailand: U-Tapao Pattaya International","UTP",15505
6063,"Utica/Rome, NY: Oneida County","UCA",15431
6064,"Utila Island, Honduras: Utila Island Hond.","UII",15453
